url,brewery,name
https://www.ratebeer.com/beer/nine-standards-no3-porter/300312/,NINE STANDARDS,No 3 Porter
https://www.ratebeer.com/beer/oakham-green-devil-ipa/149716/,OAKHAM,Green Devil IPA
https://www.ratebeer.com/beer/old-mill-traditional-mild/6736/,OLD MILL,Old Mill Mild
https://www.ratebeer.com/beer/kern-river-just-outstanding-ipa/60743/,OUTSTANDING,IPA
https://www.ratebeer.com/beer/paradigm-low-hanging-fruit/352324/,PARADIGM,Low Hanging Fruit
,PARADIGM,Fake News
https://www.ratebeer.com/beer/paradigm-touch-point/363991/,PARADIGM,Touchpoint
https://www.ratebeer.com/beer/paradigm-juxtaposition/442114/,PARADIGM,Juxtaposition
https://www.ratebeer.com/beer/paradigm-heads-up/497693/,PARADIGM,Heads Up
https://www.ratebeer.com/beer/paradigm-win-win/363990/,PARADIGM,Win Win
,PARADIGM,Old School
https://www.ratebeer.com/beer/park-killcat-pale/310404/,PARK,Killcat Pale
https://www.ratebeer.com/beer/stanley-park-summer-pale-ale/270012/216574/,PARK,Summer Pale
https://www.ratebeer.com/beer/park-gallows-gold/310405/,PARK,Gallows Gold
https://www.ratebeer.com/beer/park-spankers-ipa/310407/,PARK,Spankers IPA
https://www.ratebeer.com/beer/peerless-red-rocks/102630/,PEERLESS,Red Rocks
https://www.ratebeer.com/beer/phoenix-monkeytown-mild/44771/,PHOENIX,Monkeytown Mild
https://www.ratebeer.com/beer/platform-5-coaster/320383/,PLATFORM 5,Coaster
https://www.ratebeer.com/beer/platform-5-the-antelope/320384/,PLATFORM 5,Antelope
https://www.ratebeer.com/beer/platform-5-american-pale-ale/512019/,PLATFORM 5,American Pale Ale
https://www.ratebeer.com/beer/portobello-vpa/206172/,PORTOBELLO,VPA
https://www.ratebeer.com/beer/portobello-westway-pale-ale/346517/,PORTOBELLO,Westway
https://www.ratebeer.com/beer/portobello-carnival-pale/220642/,PORTOBELLO,Carnival Pale
https://www.ratebeer.com/beer/portobello-summer-blonde/284713/,PORTOBELLO,Summer Blonde
https://www.ratebeer.com/beer/portobello-london-pilsner/209246/,PORTOBELLO,Pilsner Cask
https://www.ratebeer.com/beer/portobello-market-porter/199591/,PORTOBELLO,Market Porter
https://www.ratebeer.com/beer/portobello-american-pale-ale/207677/,PORTOBELLO,APA
